ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Address,Delivery time,Food Type
306701,Seshadripuram,Bangalore,Kalmane Koffees,350,2.9,80,Malleshwaram,53,Snacks
304448,Chembur,Mumbai,Fat Panda,350,2.9,80,Chembur,50,Chinese
302275,Sampangi Rama Nagar,Bangalore,The Coconut Tales!,350,2.9,80,Central Bangalore,45,Biryani
296877,Taltala,Kolkata,Jackie'S Kitchen,350,2.9,80,Esplanade,51,Chinese
293933,Alwarpet,Chennai,Tossed By Koox - Gourmet Diy Box Kits,350,2.9,80,City Centre,81,Pizzas
254452,Vasanth Nagar,Bangalore,Asian Hawker,350,2.9,80,Central Bangalore,50,Chinese
251539,Andheri East,Mumbai,Zoodles,350,2.9,80,Sakinaka Junction,51,Fast Food
237548,Andheri East,Mumbai,Big Biriyani Company,350,2.9,80,Opposite To Mahakali Road,54,Biryani
215442,Indiranagar,Bangalore,Nanav Stores And Cafe,350,2.9,80,Indiranagar,64,Bengali
211814,T Nagar,Chennai,Kommune,350,2.9,80,T Nagar,65,Desserts
196391,Indiranagar,Bangalore,Mandarin Oak- The Heavenly Chinese,350,2.9,80,Binnamangala 1St Stage,55,Chinese
191647,Santacruz East,Mumbai,Your Choice Chinese,350,2.9,80,Scruz Bandra East,35,Indian
179474,Richmond Town,Bangalore,Wandercrust,350,2.9,80,Aga Abdullah Street,40,Pizzas
175907,Koramangala,Bangalore,Kitchens Of China,350,2.9,80,Koramangala,56,Chinese
133550,Narayan Peth,Pune,New Apurwai Non Veg,350,2.9,80,Swargate,35,Indian
133409,Dharavi,Mumbai,Sudarshan Lunch Home,350,2.9,80,Sion Bhakti Park,51,Indian
94366,Koramangala - Bangalore,Bangalore,Kitchens Of Punjab,350,2.9,80,5Th Block,61,Punjabi
81992,Kurla,Mumbai,Sips N Bite,350,2.9,80,Chembur,47,American
59771,Andheri East,Mumbai,Bombay Kitchen,350,2.9,80,Chakala,54,Indian
38692,Triplicane,Chennai,Five Star Chicken,350,2.9,80,Royepettah,46,Fast Food
28135,Bandra West,Mumbai,Bandra Grillz,350,2.9,80,Santacruz West,54,Chinese
27690,Himayath Nagar,Hyderabad,Lazeez Khaana,350,2.9,80,Railway Quarters,37,Chinese
25643,Khairtabad,Hyderabad,Barista,350,2.9,80,Prasad I Max,58,Bengali
24784,Chembur,Mumbai,China Magic,350,2.9,80,Rc Road,52,Chinese
23325,Saki Naka,Mumbai,Supreme Pizza Kitchen,350,2.9,80,A.G. Link Road,50,Pizzas
465872,Rohini,Delhi,Chinese Kitchen King,150,2.9,80,Rohini,58,Chinese
455073,Ghatkopar Vikhroli,Mumbai,Aarogya Amruttulya,150,2.9,80,Ghatkopar Vikhroli,45,Fast Food
454972,Himayath Nagar,Hyderabad,Teas N More,150,2.9,80,Himayath Nagar,41,Bengali
454028,Rajouri Garden,Delhi,Delicious Food,150,2.9,80,Rajouri Garden,68,Fast Food
453239,Kothrud,Pune,Manisha Bhel And Panipuri,150,2.9,80,Kothrud,59,Snacks
451401,Vadapalani,Chennai,The Lassi Corner,150,2.9,80,Vadapalani,78,Bengali
450896,Basavanagudi,Bangalore,Sakath Momos,150,2.9,80,Basavanagudi,47,Chinese
446379,Sadashiv Peth,Pune,Krishna Chaya,150,2.9,80,Swargate,38,Snacks
445438,Tolichowki,Hyderabad,Ttt Juice Center,150,2.9,80,Tolichowki,61,Bengali
444624,Kothrud,Pune,Santosh Bhel And Panipuri,150,2.9,80,Kothrud,54,Chinese
442462,Athwa,Surat,Zorko-Brand Of Food Lovers,150,2.9,80,Athwa,33,Fast Food
441548,Navrangpura,Ahmedabad,Kekiz The Cake Shop,150,2.9,80,Navrangpura,44,Snacks
440362,Himayath Nagar,Hyderabad,Te - A Tea Tradition,150,2.9,80,Himayath Nagar,32,Bengali
438492,Sinhgad Road,Pune,Danka,150,2.9,80,Sinhgad Road,73,Fast Food
434633,Vastrapur,Ahmedabad,Urban Chai,150,2.9,80,Vastrapur,52,Indian
427703,Kothapet & Dilsukhnagar,Hyderabad,Mumbai Kulfi Kothapet,150,2.9,80,Kothapet & Dilsukhnagar,63,Desserts
427092,Alipore,Kolkata,Ma Bhawani,150,2.9,80,Alipore,67,Indian
423950,Malleshwaram,Bangalore,Sri Sai Ram Juice And Chats,150,2.9,80,Malleshwaram,60,Snacks
419686,Majestic,Bangalore,Rr Spicy Bangarpet Chat House,150,2.9,80,Majestic,59,Snacks
418400,Ghatkopar Vikhroli,Mumbai,Uk14 Icecream,150,2.9,80,Ghatkopar Vikhroli,46,Desserts
402069,Nallakunta & Vidyanagar,Hyderabad,Juice It Up,150,2.9,80,Nallakunta & Vidyanagar,48,Snacks
400777,Rohini,Delhi,Tummy Full,150,2.9,80,Rohini,30,Snacks
395831,Prahlad Nagar,Ahmedabad,Jay Shree Krishna Fresh Fruit Juice Vegetable Juic,150,2.9,80,Prahlad Nagar,49,Bengali
391698,Rohini,Delhi,Quick Tasty Bites,150,2.9,80,Rohini,39,Indian
377656,Piplod,Surat,Jalaram Chinese,150,2.9,80,Piplod,46,Chinese
371878,Rohini,Delhi,Haunted Kitchen,150,2.9,80,Rohini,36,Indian
362084,Punjagutta,Hyderabad,Absolute Froot,150,2.9,80,Somajiguda & Khairtabad,61,Bengali
335655,Mohammed Wadi,Pune,La Kheer Deli,150,2.9,80,Kondhwa,67,Desserts
322179,Ashok Nagar,Bangalore,Bowlss Of Bliss,150,2.9,80,Shantinagar,38,Desserts
291769,Ellisbridge,Ahmedabad,Tealogy,150,2.9,80,Navrangpura,39,Fast Food
247097,Powai,Mumbai,Damodar Kulfiwala,150,2.9,80,Powai,47,Desserts
225492,Mahadev Nagar Tekra,Ahmedabad,Momos'S World,150,2.9,80,Vastral,77,Chinese
221975,Isanpur,Ahmedabad,Rudra Fast Food,150,2.9,80,Isanpur,50,Fast Food
191644,Gidc Naroda,Ahmedabad,Chandravilas Corner,150,2.9,80,Naroda,84,Gujarati
164351,Andheri East,Mumbai,Havmour Ice Cream,150,2.9,80,Om Nagar Chowk Om Nagar,48,Desserts
132183,Uttran,Surat,Kailash Fast Food,150,2.9,80,Utran,61,Fast Food
119567,Vesu,Surat,Hajoori'S Kulfi,150,2.9,80,Vip Road Vesu,51,Desserts
112202,Sadashiv Peth,Pune,The Habit,150,2.9,80,Sadashive Peth,52,Fast Food
85725,Athwa,Surat,Maharaja,150,2.9,80,Bhatar Road,30,Fast Food
79395,Chickpet,Bangalore,Chaat Paavlian,150,2.9,80,Majestic,48,Fast Food
71103,Nanpura,Surat,Jayjalaram Dana Chana,150,2.9,80,Nanpura,38,Snacks
63079,Ganesh Peth,Pune,Oum Kailash Dairy,150,2.9,80,Shukrawar Peth,38,Desserts
57335,Koregaon Park,Pune,Shreenath Sandwich,150,2.9,80,Kalyani,57,Fast Food
56039,Kothrud,Pune,Krazy Cafe,150,2.9,80,Kothrud,55,Fast Food
465859,Shivaji Nagar,Pune,Friendship Corner,150,2.9,80,Shivaji Nagar,46,Pizzas
460179,Navrangpura,Ahmedabad,Big Sandwich,150,2.9,80,Navrangpura,39,Biryani
459383,Naranpura,Ahmedabad,Between Bread,150,2.9,80,Naranpura,40,Snacks
457462,Navrangpura,Ahmedabad,Mumbaiya Misal And Vadapav,150,2.9,80,Navrangpura,36,Snacks
456754,Paldi & Ambawadi,Ahmedabad,Kekiz-The Cake Shop,150,2.9,80,Paldi & Ambawadi,31,Snacks
455672,Alwarpet,Chennai,Juice Box Alwarpet,150,2.9,80,Alwarpet,64,Bengali
455315,Royapettah,Chennai,T Shop,150,2.9,80,Royapettah,58,Bengali
455205,Salt Lake,Kolkata,Kolkata@91,150,2.9,80,Salt Lake,74,Fast Food
454615,Perambur,Chennai,Grill It,150,2.9,80,Perambur,57,Chinese
454166,Swargate,Pune,Rapid Fire,150,2.9,80,Swargate,48,Chinese
454148,R.T. Nagar,Bangalore,Energy Bowls,150,2.9,80,R.T. Nagar,62,Snacks
453947,Rajouri Garden,Delhi,Urban Food House,150,2.9,80,Rajouri Garden,74,Chinese
452847,Ameerpet,Hyderabad,Sonu De Snacks,150,2.9,80,Ameerpet,77,Pizzas
451410,Athwa,Surat,Zam Zam Nan Chap,150,2.9,80,Athwa,38,Indian
449395,Perambur,Chennai,Arcot Biriyani,150,2.9,80,Perambur,71,Indian
447779,Marol Sakinaka,Mumbai,Kings Shawarma,150,2.9,80,Marol Sakinaka,44,Snacks
443814,Adajan,Surat,Ajays Takeaway Foods,150,2.9,80,Adajan,57,Fast Food
441287,Jadavpur,Kolkata,We Bake U Take,150,2.9,80,Jadavpur,82,Snacks
438411,Koramangala,Bangalore,Lepcha Darjeeling Momos,150,2.9,80,Koramangala,58,Chinese
436776,Royapettah,Chennai,Nifra Hot And Sweets,150,2.9,80,Royapettah,52,Snacks
435952,Moti Nagar,Delhi,Chattore,150,2.9,80,Kirti Nagar,77,Chinese
435482,Dumdum,Kolkata,Biryani Adda,150,2.9,80,Dumdum,79,Biryani
434378,Kirti Nagar,Delhi,Desi Mirch Masala,150,2.9,80,Kirti Nagar,72,Chinese
432001,Kondhwa,Pune,Cafe Pune,150,2.9,80,Kondhwa,76,Desserts
431508,Charminar,Hyderabad,A1 Fast Food And Nahari Centre,150,2.9,80,Charminar,58,Indian
430119,Sinhgad Road,Pune,Chaat Cafe,150,2.9,80,Pcmc,53,Fast Food
427807,Kurla,Mumbai,Welcome Fastfood And Juice Center,150,2.9,80,Kurla,34,Bengali
425780,Ruby Area,Kolkata,Ad Food Corner,150,2.9,80,Ruby Area,82,Chinese
414556,Himayath Nagar,Hyderabad,House Of Burger,150,2.9,80,Nampally,43,Fast Food
413190,Tolichowki,Hyderabad,Cane Land,150,2.9,80,Tolichowki,88,Snacks
412186,Kothapet & Dilsukhnagar,Hyderabad,Golden Dragon,150,2.9,80,Kothapet & Dilsukhnagar,57,Fast Food
409646,Janakpuri,Delhi,Gourmet Tandoor,150,2.9,80,Janakpuri,79,Tandoor
409019,Central Kolkata,Kolkata,Fatimas Kitchen,150,2.9,80,Central Kolkata,51,Chinese
407861,Salt Lake,Kolkata,Wrap And Grill,150,2.9,80,Salt Lake,77,Indian
405403,Himayath Nagar,Hyderabad,Deccan Chef,150,2.9,80,Himayath Nagar,34,Indian
404815,Nungambakkam,Chennai,Hotel Virudhunagar Elite,150,2.9,80,Nungambakkam,57,Chinese
402716,Central Bangalore,Bangalore,Slurpy Shakes,150,2.9,80,Central Bangalore,45,Bengali
400493,Powai,Mumbai,Black Rose Falooda And Icecreams,150,2.9,80,Powai,51,Desserts
399191,Malleshwaram,Bangalore,Five Star Chicken And Koli Hut,150,2.9,80,Malleshwaram,55,Fast Food
399026,Frazer Town,Bangalore,Donut Hubb,150,2.9,80,Frazer Town,53,Desserts
395067,Annanagar,Chennai,The Sandwich Club,150,2.9,80,Annanagar,73,Fast Food
387971,Banjara Hills,Hyderabad,Just Bake Banjarahills,150,2.9,80,Banjara Hills,68,Snacks
386733,Kothapet & Dilsukhnagar,Hyderabad,Neapolitan Pizza,150,2.9,80,Kothapet & Dilsukhnagar,63,Pizzas
383863,Burrabazar,Kolkata,Riya'S Homemade Creation,150,2.9,80,Burrabazar,48,Desserts
383275,Nungambakkam,Chennai,Flavour Of Chettinadu,150,2.9,80,Nungambakkam,54,Biryani
375491,Piplod,Surat,Firangi Zayka,150,2.9,80,Piplod,65,Fast Food
370690,Kavadiguda,Hyderabad,Rushty Reataurant Chat Sandwich And Juice,150,2.9,80,Nallakunta & Vidyanagar,51,Fast Food
367017,Ejipura,Bangalore,Hokart - Darjeeling Momos,150,2.9,80,Koramangala,66,Fast Food
363340,Dharavi,Mumbai,Asha'S Kitchen,150,2.9,80,Matunga Wadala,50,Chinese
354480,Bandra East,Mumbai,Ravi Juice Center,150,2.9,80,Scruz Bandra East,44,Indian
352897,Padmarao Nagar,Hyderabad,Pkp - Pidata Kinda Pappu,150,2.9,80,Nallakunta & Vidyanagar,62,Snacks
348517,Sadashiv Peth,Pune,Abhis Corner By Samarth Foods,150,2.9,80,Swargate,38,Fast Food
341762,Perambur,Chennai,The Crunchy Club,150,2.9,80,Perambur,64,Fast Food
341134,Humayun Nagar,Hyderabad,Juice Box,150,2.9,80,Mehdipatnam,54,Bengali
333209,Perambur,Chennai,Popcorn House,150,2.9,80,Perambur,68,Indian
329996,Lal Darwaja,Ahmedabad,Bera Samosa House,150,2.9,80,Laldarwaja,40,Fast Food
328527,Perambur,Chennai,Lassi Corner,150,2.9,80,Perambur,63,Bengali
328315,Vishala,Ahmedabad,Hiit Meals,150,2.9,80,Vasna,51,Fast Food
327862,Parvati Paytha,Pune,Darjeeling Hot Momos,150,2.9,80,Bibwewadi,54,Chinese
323008,Navrangpura,Ahmedabad,Chhasswala,150,2.9,80,Navrangpura,40,Fast Food
297997,Sheshadripuram,Bangalore,La-Casa,150,2.9,80,Nehru Nagarsheshadripuram,49,Desserts
284800,Chembur,Mumbai,Maggi House,150,2.9,80,Chembur,62,Fast Food
277865,Chennai,Chennai,Ck'S Bakery,150,2.9,80,Nungambakkam,46,Snacks
277440,Egmore,Chennai,"The	Pepper	Fry",150,2.9,80,Nungambakkam,39,Fast Food
248129,Karve Nagar,Pune,King'S Chinese & Restaurant,150,2.9,80,Kothrud,64,Indian
242429,Elgin,Kolkata,Gelato Italiano,150,2.9,80,Emami Market,61,Desserts
237472,Richmond Town,Bangalore,Edesia By Freshmenu,150,2.9,80,Aga Abdullah Street,35,Desserts
229606,Guru Nanak Nagar,Pune,Gelato Italiano,150,2.9,80,Kumar Pacific Mall,48,Desserts
228089,Kothrud,Pune,Bon Bon Candy Cake Shop,150,2.9,80,Shastri Nagar Kothrud,66,Snacks
219586,Althan,Surat,Sainath Omelette,150,2.9,80,Althan,46,Fast Food
212930,Scruz Bandra East,Mumbai,The Great Chinese,150,2.9,80,Bandra Kurla Complex Santcruz East,40,Chinese
199381,Bopodi,Pune,Ganga Chinese Centre,150,2.9,80,Bhimjyot Nagar,63,Chinese
181240,Yerawada,Pune,G-1 Juice Center,150,2.9,80,Vishrantwadinagpur Chawl Yerawada,55,Bengali
176422,Sadashiv Peth,Pune,Jija Pure Veg,150,2.9,80,Sadashiv Peth,35,Indian
147986,Sector 8 Rohini,Delhi,Royal Burger By Vhc,150,2.9,80,Nsp,47,Bengali
128589,Sector 8 Rohini,Delhi,Shakes House By Vhc,150,2.9,80,Autram Lines,51,Bengali
117757,Deccan Gymkhana,Pune,Monginis,150,2.9,80,Shivajinagar,33,Fast Food
78335,Athwa,Surat,Cream 'N' Crust,150,2.9,80,Rustampura,33,Desserts
76208,Sector 8  Rohini,Delhi,Chinese Palace By Vhc,150,2.9,80,Jhilmil Colony,49,Chinese
39447,Egmore,Chennai,Cake Park,150,2.9,80,Ethiraj Salai,47,Snacks
38665,Gokhalenagar,Pune,Ws Bakers,150,2.9,80,Shivaji Nagar,48,Snacks
35307,Koramangala,Bangalore,Chaat Street Express,150,2.9,80,Koramangala,59,Fast Food
21780,Arumbakkam,Chennai,Achu'S Cakes & Bakes,150,2.9,80,Arumbakkam,71,Snacks
19221,Sector 8 Rohini,Delhi,Rolls 57 By Vhc,150,2.9,80,Netaji Subhash Place,49,Italian
10475,Kachiguda,Hyderabad,Urban Munchies,150,2.9,80,Adikmet Vidyanagar,42,Desserts
464626,Panjarapole Cross Road,Ahmedabad,Malt Pizza,500,2.9,80,Navrangpura,40,Pizzas
464354,Prahlad Nagar,Ahmedabad,Reyansh'S Kitchen,500,2.9,80,Prahlad Nagar,50,Desserts
460412,Marol Sakinaka,Mumbai,Vaayu Foods O-Cakes,500,2.9,80,Marol Sakinaka,49,Snacks
457362,Paldi & Ambawadi,Ahmedabad,Rr Kloud Kitchen,500,2.9,80,Maninagar,36,Indian
456530,Maninagar,Ahmedabad,Bansi Restaurant,500,2.9,80,Maninagar,34,Indian
447249,Varachha,Surat,Richie Rich Bakery & Eatery,500,2.9,80,Varachha,58,Italian
446748,Piplod,Surat,Epicure,500,2.9,80,Piplod,64,Fast Food
445387,Navrangpura,Ahmedabad,The Kurtosshhh Lounge,500,2.9,80,Navrangpura,38,Snacks
445039,Juhu,Mumbai,Roti De Tokari,500,2.9,80,Juhu,57,Punjabi
442467,Basavanagudi,Bangalore,Food Adda,500,2.9,80,Basavanagudi,55,Pizzas
434891,Piplod,Surat,Sip & Ride,500,2.9,80,Piplod,52,Bengali
416010,Navrangpura,Ahmedabad,Foodcraft Kitchen,500,2.9,80,Navrangpura,39,Indian
404088,Jadavpur,Kolkata,Cfk,500,2.9,80,Jadavpur,90,Pizzas
389187,Piplod,Surat,Moonstruck Coffee,500,2.9,80,Piplod,58,Bengali
370701,Kurla,Mumbai,Birthday Party Cake Shop,500,2.9,80,Kurla,38,Snacks
369130,Tagore Garden Extension,Delhi,Keshav Bakery,500,2.9,80,Rajouri Garden,69,Snacks
292062,Deccan Gymkhana,Pune,Wagh Bakri Tea Lounge,500,2.9,80,Shivaji Nagar,34,Fast Food
283324,Kilpauk,Chennai,Jalsa,500,2.9,80,Kilpauk,49,Snacks
274015,Ellisbridge,Ahmedabad,Wagh Bakri Tea Lounge,500,2.9,80,Paldi & Ambawadi,33,Bengali
255996,Chembur,Mumbai,Feast Cakes And Bakes,500,2.9,80,Kurla,43,Snacks
222053,Himayatnagar,Hyderabad,Stikstof,500,2.9,80,Himayatnagar,49,Desserts
211283,Tagore Garden Extension,Delhi,Cake 24Ghante,500,2.9,80,Tagore Garden Extension,70,Snacks
211245,Sion,Mumbai,Tortaa Cake Shop,500,2.9,80,Sion Bhakti Park,51,Snacks
203251,Tagore Garden Extension,Delhi,Cake Factory,500,2.9,80,Tagore Garden,72,Snacks
181374,Ghatkopar East,Mumbai,Sweet Secret,500,2.9,80,Ghatkopar Vikhroli,54,Snacks
76579,University Area,Ahmedabad,Toritos Cafe Time,500,2.9,80,Navrangpura,44,Fast Food
65837,Piplod,Surat,Bring Me Coffee,500,2.9,80,Dumas Road,68,Snacks
65420,Ellisbridge,Ahmedabad,Buddy'S Pizza,500,2.9,80,C G Road,39,Pizzas
35984,Navrangpura,Ahmedabad,Topaz,500,2.9,80,Ambavadi,37,Indian
464309,Salt Lake,Kolkata,Since 2016 Cafe,500,2.9,80,Salt Lake,60,Pizzas
459811,Chembur,Mumbai,Rana'S Hunger Halt,500,2.9,80,Chembur,47,Chinese
458404,Rohini,Delhi,Tandoori Bites,500,2.9,80,Rohini,58,Indian
457931,Kodambakkam,Chennai,Mad Over Madras,500,2.9,80,Kodambakkam,88,Snacks
455620,Lake Market,Kolkata,Old Monks,500,2.9,80,Lake Market,76,Snacks
455351,Tarnaka Nacharam & Malkajigiri,Hyderabad,Nallibokka Muttonmukka,500,2.9,80,Tarnaka Nacharam & Malkajigiri,67,Indian
454382,Sector V Salt Lake,Kolkata,Awfis Space Solution Private Limited(Kloud Kitchen,500,2.9,80,Sector V Salt Lake,76,Fast Food
450523,South Kolkata,Kolkata,Cafe Sabrosa,500,2.9,80,South Kolkata,64,Fast Food
450510,Rohini,Delhi,Pradeep Egg Center,500,2.9,80,Rohini,47,Snacks
450316,Dumdum,Kolkata,Starter Barter,500,2.9,80,Dumdum,85,Chinese
449081,Powai,Mumbai,Bogo Biryani,500,2.9,80,Powai,58,Biryani
449079,Powai,Mumbai,Hyderabadi Dum Biryani,500,2.9,80,Powai,57,Biryani
448862,Shyam Bazar,Kolkata,Toast N Tonic,500,2.9,80,New Area,59,Chinese
448841,Sector V Salt Lake,Kolkata,Adda & Biryani,500,2.9,80,Sector V Salt Lake,77,Biryani
448438,Powai,Mumbai,Kebab Biryani,500,2.9,80,Powai,58,Biryani
448326,Powai,Mumbai,Biryani Point,500,2.9,80,Powai,58,Biryani
448310,Powai,Mumbai,Buy 2 Get 1 Free Biryani,500,2.9,80,Powai,58,Biryani
448309,Powai,Mumbai,Leela'S Kitchen,500,2.9,80,Powai,55,Snacks
448286,Powai,Mumbai,Biryani Center,500,2.9,80,Powai,58,Biryani
448190,Powai,Mumbai,Biryani & Free Masala Chaas,500,2.9,80,Powai,58,Biryani
448135,Powai,Mumbai,Biryani House,500,2.9,80,Powai,57,Biryani
446793,Basavanagudi,Bangalore,Kempe Gowda Biryani (Nati Style),500,2.9,80,Basavanagudi,54,Biryani
445985,Kurla,Mumbai,Chicking,500,2.9,80,Kurla,51,Fast Food
443730,Marol Sakinaka,Mumbai,Indigo Hindustani Project,500,2.9,80,Marol Sakinaka,51,Chinese
443442,Marol Sakinaka,Mumbai,Indigo Asian Project,500,2.9,80,Marol Sakinaka,49,Chinese
443398,Marol Sakinaka,Mumbai,Indigo Potmeal Project,500,2.9,80,Marol Sakinaka,51,Indian
443155,Kothapet & Dilsukhnagar,Hyderabad,A M Shah Haleem,500,2.9,80,Kothapet & Dilsukhnagar,33,Indian
443016,Vastrapur,Ahmedabad,Dum Pe Dum,500,2.9,80,Vastrapur,49,Biryani
442471,Dumdum,Kolkata,D Tasty Ride,500,2.9,80,Dumdum,93,Chinese
442257,Annanagar,Chennai,Zi Gang,500,2.9,80,Annanagar,68,Fast Food
441787,Vastrapur,Ahmedabad,Cake Celebration,500,2.9,80,Vastrapur,48,Snacks
440817,Chembur,Mumbai,The K Company,500,2.9,80,Chembur,49,Indian
440006,Golpark,Kolkata,Golpark Er Adda,500,2.9,80,New Area,68,Chinese
439844,Rohini,Delhi,Kbc(Kon Banega Chatora),500,2.9,80,Rohini,46,Chinese
439234,Sanitytestarea,Kolkata,Denzong Kitchen-A Unit Of Blue Star Restuarant,500,2.9,80,New Area,79,Biryani
438993,Santoshpur,Kolkata,Yin Yang - Pan Asian Delicacy,500,2.9,80,Santoshpur,100,Chinese
438453,Rohini,Delhi,Patiala Flavours,500,2.9,80,Rohini,45,Indian
437219,Powai,Mumbai,Nayaab Kitchen,500,2.9,80,Powai,56,Tandoor
437204,Powai,Mumbai,Banjara Restaurant,500,2.9,80,Powai,51,Punjabi
437135,Powai,Mumbai,Nawabi Kitchen,500,2.9,80,Powai,57,Indian
429282,Wanowrie,Pune,Hungry Punjabi,500,2.9,80,Wanowrie,86,Indian
428979,Rohini,Delhi,Dine House,500,2.9,80,Rohini,38,Italian
427804,Chembur,Mumbai,Mumbai Zaika,500,2.9,80,Chembur,51,Chinese
422104,Ultadanga Telenga Bagan,Kolkata,Flavours Inn Dhaba,500,2.9,80,Bidhan Nagar Road,71,Chinese
420468,Powai,Mumbai,Pizza Bar,500,2.9,80,Powai,62,Pizzas
420184,Salt Lake,Kolkata,Dawat Patrified,500,2.9,80,Salt Lake,69,Chinese
418353,Sector -15,Delhi,Mummys Kitchen,500,2.9,80,Sector -15,61,Biryani
412805,Perambur,Chennai,That Pizza Place,500,2.9,80,Perambur,61,Pizzas
411708,Jadavpur,Kolkata,Heal Thy Food,500,2.9,80,Jadavpur,85,Bengali
409032,Himayath Nagar,Hyderabad,Theboardgamecafe,500,2.9,80,Himayath Nagar,39,Indian
402176,South Kolkata,Kolkata,Coffee N Mood,500,2.9,80,South Kolkata,71,Bengali
401077,Koregoan Park,Pune,The Chefs Table,500,2.9,80,Koregoan Park,64,Indian
400160,Lower Parel Worli,Mumbai,Tandoori Pizza,500,2.9,80,Sv Road,61,Pizzas
399153,Kankurgachi,Kolkata,Hunger Bite @99,500,2.9,80,Burrabazar,47,Fast Food
393008,Maninagar,Ahmedabad,Chatode Online Eatery,500,2.9,80,Maninagar,46,Indian
391167,Scruz Bandra East,Mumbai,Surti Egg,500,2.9,80,Scruz Bandra East,45,Indian
390279,Kurla,Mumbai,Shalimar Restaurant,500,2.9,80,Kurla,42,Chinese
387276,Kurla,Mumbai,Food Quarter,500,2.9,80,Kurla,36,Pizzas
386565,Alwarpet,Chennai,Cheap & Best Kitchen,500,2.9,80,Mylapore,63,Biryani
386446,Marol Sakinaka,Mumbai,Changs Kitchen,500,2.9,80,Marol Sakinaka,49,Chinese
384981,Alipore,Kolkata,Urban Desi Tarka,500,2.9,80,Alipore,89,Chinese
383308,Salt Lake,Kolkata,Wow Chow,500,2.9,80,Sector-1,65,Chinese
382994,Ghatkopar Vikhroli,Mumbai,Star Restaurant,500,2.9,80,Ghatkopar Vikhroli,65,Chinese
381037,South Kolkata,Kolkata,Hot Spring Kitchen And Lounge,500,2.9,80,South Kolkata,79,Chinese
380837,Kothrud,Pune,Gypsy Caterers,500,2.9,80,Kothrud,60,Indian
375044,Sarkhej Road,Ahmedabad,Karim'S Restaurant,500,2.9,80,Laldarwaja,51,Indian
374615,Vikhroli West,Mumbai,Ammu'S Kitchen,500,2.9,80,Ghatkopar Vikhroli,58,Chinese
374208,Kurla,Mumbai,Jamie Oliver'S Diner,500,2.9,80,Kurla,56,Fast Food
373344,Ghatkopar East,Mumbai,Cibo 29,500,2.9,80,Near Vikrant Circle  Ghatkopar East,45,Fast Food
372495,Kothapet,Hyderabad,The Burger Chefs,500,2.9,80,Nagole X Road,67,Pizzas
368898,Beleghata,Kolkata,Foodland,500,2.9,80,Burrabazar,55,Indian
366976,Koregaon Park,Pune,The Cheesy Crust,500,2.9,80,Kalyani Nagar,56,Chinese
365595,Banjara Hills,Hyderabad,Gol Panipuri,500,2.9,80,Banjara Hills,66,Snacks
362591,Kasba,Kolkata,Hoi-Choi Unlimited,500,2.9,80,Ruby Area,77,Chinese
355979,Gultekdi,Pune,Cafe Peter Veg,500,2.9,80,Bibwewadi,54,Italian
355252,Parvati Paytha,Pune,Dakhkhan Delicacies,500,2.9,80,Sahkar Nagar 2,53,Indian
352721,Powai,Mumbai,Chef'S Hat,500,2.9,80,Powai,59,Indian
351861,Kasba,Kolkata,Taste And Aroma,500,2.9,80,Ruby Area,81,Chinese
342558,Rohini,Delhi,Turban Coffee,500,2.9,80,Rohini,40,Italian
334962,Karve Nagar,Pune,Sikandars Shahi Biryani,500,2.9,80,Kothrud,69,Biryani
331874,Ballygunge,Kolkata,Dugout Avenue Sports Foundation,500,2.9,80,South Kolkata,79,Indian
329881,T. Nagar,Chennai,The Madras Pizzeria,500,2.9,80,Nungambakkam,65,Pizzas
326743,Paschim Vihar,Delhi,Pizza Pan,500,2.9,80,Paschim Vihar,65,Pizzas
326501,Kondhwa Budruk,Pune,Revelry Cake & Decoration House,500,2.9,80,Yewalewadi,77,Snacks
319942,Tangra,Kolkata,Kitchen 165 - Nx Hotel,500,2.9,80,Salt Lake,71,Indian
316164,Tilak Nagar,Delhi,Castle'S Barbeque,500,2.9,80,Rajouri Garden,60,Chinese
311964,Saidabad,Hyderabad,Devikas Kitchen - Multi Cuisine,500,2.9,80,Saidabad,52,Indian
309253,Adugodi,Bangalore,Sweet Rascal,500,2.9,80,Koramangala,55,Snacks
299869,Koregaon Park,Pune,Foodiedoo,500,2.9,80,Kalyani Nagar,59,Punjabi
291066,Malleshwaram,Bangalore,Super Svaad,500,2.9,80,Kc General Hospital,58,Chinese
284648,Purba Barisha,Kolkata,Calcutta Canteen,500,2.9,80,Science City Area,71,Bengali
269958,Banjara Hills,Hyderabad,Iqbatan Restaurant,500,2.9,80,Banjara Hills,57,Arabian
264201,Vikhroli West,Mumbai,Mandali Swayampak Ghar,500,2.9,80,Ghatkopar Vikhroli,61,Biryani
250918,Chembur,Mumbai,Kilo Party,500,2.9,80,Chembur,58,Indian
249351,Baranagar,Kolkata,Rosheiya,500,2.9,80,North Dumdum,78,Indian
242640,Pulikeshi Nagar,Bangalore,Sigdee,500,2.9,80,Mosque Road Frazer Town,64,Indian
236650,Powai,Mumbai,Bismillah Restaurant,500,2.9,80,Marol Sakinaka,48,Indian
233558,Bidhannagar,Kolkata,Delish Bakery,500,2.9,80,Salt Lake,67,Snacks
231623,Bhowanipore,Kolkata,Cakerica,500,2.9,80,Central Kolkata,71,Snacks
